"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"FCDo";"FCDi";"CC";"CP";"IMI"
"267";"22001018084P1";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,515151515151515;0,638888888888889;0,489367816091954;0,458333333333333;0,525435388366423
"268";"22001018085P8";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,527777777777778;0,766666666666667;0,708333333333333;0,474358974358974;0,619284188034188
"269";"22001018086P4";"MEDICINA II";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";0,571428571428571;0,372093023255814;0,966666666666667;0,3796875;0,572468940337763
"270";"22001018087P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,578947368421053;0,914285714285714;0,547619047619048;0,49375;0,633650532581454
"271";"22001018088P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,65;0,761904761904762;1;0,531439393939394;0,735836038961039
"272";"22002014001P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";1995;"ACADÊMICO";"4";0,355555555555556;0,446808510638298;0,554409672830726;0,504166666666667;0,465235101422811
"273";"22002014002P1";"CIÊNCIA DA COMPUTAÇÃO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";0,604166666666667;0,5;0,597996130458817;0,376041666666667;0,519551115948038
"274";"22002014003P8";"DIREITO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";0,206349206349206;0,182608695652174;0,410546975546976;0,505333333333333;0,326209552720422
"275";"22002014004P4";"SAÚDE COLETIVA";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";0,711111111111111;0,344827586206897;0,5324016563147;0,501388888888889;0,522432310630399
"276";"22002014005P0";"PSICOLOGIA";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"4";0,404761904761905;0,262295081967213;0,41171875;0,440625;0,37985018418228
"277";"22002014007P3";"MEDICINA I";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";0,472222222222222;0,298701298701299;0,559046863988724;0,511574074074074;0,46038611474658
"278";"22002014008P0";"DIREITO";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";0,454545454545455;0,348484848484849;0,982142857142857;0,510897435897436;0,574017649017649
"279";"22002014009P6";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";0,733333333333333;0,477611940298507;0,681818181818182;0,453030303030303;0,586448439620081
"280";"22003010001P1";"MEDICINA VETERINÁRIA";"ESTADUAL";"PÚBLICA";1990;"ACADÊMICO";"6";0,625;0,214285714285714;0,341666666666667;0,453571428571429;0,408630952380952
"281";"22003010004P0";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,6;0,333333333333333;0,564102564102564;0,506884057971015;0,501079988851728
"282";"22003010006P3";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,372549019607843;0,229166666666667;0,361441798941799;0,417857142857143;0,345253657018363
"283";"22003010007P0";"CIÊNCIAS BIOLÓGICAS II";"ESTADUAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,433333333333333;0,275;0,539106280193237;0,533333333333333;0,445193236714976
"284";"22003010008P6";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";1998;"ACADÊMICO";"4";0,245614035087719;0,303030303030303;0,373409923409923;0,41031746031746;0,333092930461352
"285";"22003010009P2";"SOCIOLOGIA";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,428571428571429;0,619047619047619;0,566666666666667;0,418518518518519;0,508201058201058
"286";"22003010010P0";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,5;0,391304347826087;0,497398434898435;0,406510416666667;0,448803299847797
"287";"22003010011P7";"FILOSOFIA";"ESTADUAL";"PÚBLICA";1998;"ACADÊMICO";"3";0,384615384615385;0,378787878787879;0,566666666666667;0,316176470588235;0,411561600164541
"288";"22003010012P3";"ENFERMAGEM";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,266666666666667;0,108108108108108;0,518115942028986;0,446590909090909;0,334870406473667
"289";"22003010013P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,692307692307692;0,5;0,495291182247704;0,5265625;0,553540343638849
"290";"22003010014P6";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,571428571428572;0,821428571428571;0,543181818181818;0,428240740740741;0,591069925444925
"291";"22003010015P2";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2006;"PROFISSIONAL";"3";0,454545454545455;0,34375;0,691666666666667;0,540686274509804;0,507662098930481
"292";"22003010016P9";"CIÊNCIA DA COMPUTAÇÃO";"ESTADUAL";"PÚBLICA";2006;"PROFISSIONAL";"3";0,796296296296296;0,818181818181818;0,666666666666667;0,382291666666667;0,665859111952862
"293";"22003010018P1";"CIÊNCIA DA COMPUTAÇÃO";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,638888888888889;0,566037735849057;0,681891025641026;0,33974358974359;0,55664031003064
"294";"22003010019P8";"SOCIOLOGIA";"ESTADUAL";"PÚBLICA";2006;"PROFISSIONAL";"5";0,363636363636364;0,277173913043478;0,625;0,380050505050505;0,411465195432587
"295";"22003010022P9";"NUTRIÇÃO";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,58974358974359;0,5;0,57536231884058;0,519047619047619;0,546038381907947
"296";"22003010023P5";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,568627450980392;0,464788732394366;0,625;0,359259259259259;0,504418860658504
"297";"22003010025P8";"SERVIÇO SOCIAL";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,388888888888889;0,487179487179487;0,535714285714286;0,581111111111111;0,498223443223443
"298";"22003010027P0";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,511111111111111;0,446808510638298;0,558823529411765;0,455392156862745;0,49303382700598
"299";"22003010071P0";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"3";0,490196078431373;0,290909090909091;0,65;0,446031746031746;0,469284228843052
"300";"22003010072P6";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,444444444444444;0,697674418604651;1;0,513888888888889;0,664001937984496
"301";"22003010073P2";"MEDICINA III";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"3";0,666666666666667;0,205882352941176;1;0,444298245614035;0,57921181630547
"302";"22004017002P4";"ZOOTECNIA / RECURSOS PESQUEIROS";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,547619047619048;0,617647058823529;0,541509433962264;0,477314814814815;0,546022588804914
"303";"22004017003P0";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,288888888888889;0,6;0,543233082706767;0,496666666666667;0,482197159565581
"304";"22005013001P4";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,597701149425287;0,532258064516129;0,538194444444444;0,505989583333333;0,543535810429799
"305";"22005013002P0";"ENFERMAGEM";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,444444444444444;0,483870967741935;0,6;0,462777777777778;0,497773297491039
"306";"22011013001P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,844444444444444;0,840909090909091;0,588235294117647;0,53578431372549;0,702343285799168
"307";"22011013002P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,75;0,769230769230769;0,583333333333333;0,539393939393939;0,660489510489511
"308";"22011013003P3";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,1875;0,378378378378378;0,819444444444444;0,482222222222222;0,466886261261261
"309";"22021019001P2";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";0,638888888888889;0,928571428571429;0,74375;1;0,827802579365079
"310";"22033017001P7";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,796296296296296;0,730769230769231;0,615384615384615;0,458333333333333;0,650195868945869
"311";"23001011001P1";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"4";0,320754716981132;0,297297297297297;0,442065135542169;0,451636904761905;0,377938513645626
"312";"23001011003P4";"PSICOLOGIA";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"6";0,463768115942029;0,321428571428571;0,448923992673993;0,584;0,454530170011148
"313";"23001011004P0";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"4";0,5;0,365853658536585;0,498726655348048;0,478472222222222;0,460763134026714
"314";"23001011005P7";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"4";0,173913043478261;0,1;0,295598447712418;0,48695652173913;0,264117003232452
"315";"23001011008P6";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"4";0,333333333333333;0,251851851851852;0,501436781609195;0,486206896551724;0,393207215836526
"316";"23001011009P2";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"4";0,444444444444444;0,35;0,55952380952381;0,45801282051282;0,452995268620269
"317";"23001011011P7";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";0,416666666666667;0,246913580246914;0,51984126984127;0,38859649122807;0,39300450199573
"318";"23001011012P3";"QUÍMICA";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"4";0,319444444444444;0,142857142857143;0,666666666666667;0,449425287356322;0,394598385331144
"319";"23001011013P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";0,325396825396825;0,234234234234234;0,467126623376623;0,447275641025641;0,368508331008331
"320";"23001011015P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";0,317460317460317;0,186046511627907;0,502820512820513;0,35241935483871;0,339686674186862
"321";"23001011018P1";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,368421052631579;0,217391304347826;0,368402777777778;0,413;0,341803783689296
"322";"23001011020P6";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,4;0,333333333333333;0,49058572581575;0,541428571428571;0,441336907644414
"323";"23001011021P2";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";0,75;0,533333333333333;0,552626050420168;0,482222222222222;0,579545401493931
"324";"23001011022P9";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";0,37037037037037;0,30327868852459;0,485119047619048;0,448850574712644;0,401904670306663
"325";"23001011023P5";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";0,545454545454546;0,52;0,543478260869565;0,316025641025641;0,481239611837438
"326";"23001011024P1";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,488888888888889;0,285714285714286;0,504960317460317;0,432916666666667;0,42812003968254
"327";"23001011025P8";"PSICOLOGIA";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";0,444444444444444;0,19672131147541;0,400485347985348;0,347101449275362;0,347188138295141
"328";"23001011026P4";"MATERIAIS";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";0,5625;0,366197183098592;0,550629058441558;0,39047619047619;0,467450608004085
"329";"23001011027P0";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,422222222222222;0,485714285714286;0,446969696969697;0,468981481481481;0,455971921596922
"330";"23001011028P7";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,383333333333333;0,15;0,496614583333333;0,43641975308642;0,366591917438272
"331";"23001011029P3";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,166666666666667;0,238805970149254;0,414737654320988;0,386363636363636;0,301643481875136
"332";"23001011030P1";"FILOSOFIA";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,466666666666667;0,625;0,567401960784314;0,357638888888889;0,504176879084967
"333";"23001011031P8";"MEDICINA II";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";0,644444444444444;0,295918367346939;0,487741046831956;0,481349206349206;0,477363266243136
"334";"23001011032P4";"ENSINO";"FEDERAL";"PÚBLICA";2002;"PROFISSIONAL";"4";0,571428571428572;0,413793103448276;0,528213166144201;0,545061728395062;0,514624142354027
"335";"23001011033P0";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,344827586206897;0,210144927536232;0,5125;0,42337962962963;0,372713035843189
"336";"23001011034P7";"DIREITO";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";0,296296296296296;0,192307692307692;0,489167409387998;0,418666666666667;0,349109516164663
"337";"23001011035P3";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";0,541666666666667;0,6;0,517796610169492;0,55;0,552365819209039
"338";"23001011036P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,759259259259259;0,684210526315789;0,598076923076923;0,401811594202899;0,610839575713717
"339";"23001011037P6";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,384615384615385;0,551020408163265;0,544254658385093;0,343333333333333;0,455805946124269
"340";"23001011038P2";"HISTÓRIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,333333333333333;0,408450704225352;0,75;0,396052631578947;0,471959167284408
"341";"23001011040P7";"FARMÁCIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,560606060606061;0,363636363636364;0,422557471264368;0,489367816091954;0,459041927899687
"342";"23001011041P3";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,56140350877193;0,391891891891892;0,480519480519481;0,475;0,477203720295826
"343";"23001011042P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,315789473684211;0,655172413793103;0,564903846153846;0,463333333333333;0,499799766741123
"344";"23001011043P6";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,357142857142857;0,296296296296296;0,502586206896552;0,516666666666667;0,418173006750593
"345";"23001011044P2";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,488888888888889;0,627118644067797;0,526581196581197;0,410416666666667;0,513251349051137
"346";"23001011046P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,666666666666667;0,533333333333333;0,547154471544715;0,505357142857143;0,563127903600465
"347";"23001011051P9";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,4375;0,529411764705882;0,481944444444444;0,416287878787879;0,466286021984551
"348";"23001011052P5";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"4";0,466666666666667;0,5;0,50219298245614;0,483333333333333;0,488048245614035
"349";"23001011053P1";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,622222222222222;0,363636363636364;0,55982905982906;0,546825396825397;0,523128260628261
"350";"23001011054P8";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,527777777777778;0,555555555555556;0,523603867883529;0,608333333333333;0,553817633637549
"351";"23001011055P4";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,650793650793651;0,557377049180328;0,542063492063492;0,509848484848485;0,565020669221489
"352";"23001011056P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,435897435897436;0,405405405405405;0,574460765488991;0,414814814814815;0,457644605401662
"353";"23001011057P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,527777777777778;0,666666666666667;0,608333333333333;0,413690476190476;0,554117063492063
"354";"23001011058P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,384615384615385;0,7;0,499444233926993;0,566071428571429;0,537532761778451
"355";"23001011059P0";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,4;0,173913043478261;0,6;0,476388888888889;0,412575483091787
"356";"23001011060P8";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,351851851851852;0,431034482758621;0,446825396825397;0,54469696969697;0,44360217528321
"357";"23001011061P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,622222222222222;0,695652173913043;0,566176470588235;0,342105263157895;0,556539032470349
"358";"23001011063P7";"ENSINO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,666666666666667;0,305555555555556;0,666666666666667;0,501190476190476;0,535019841269841
"359";"23001011066P6";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,769230769230769;0,676470588235294;0,558823529411765;0,449019607843137;0,613386123680241
"360";"23001011067P2";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,256410256410256;0,754716981132076;0,736842105263158;0,402083333333333;0,537513169034706
"361";"23001011068P9";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,194444444444444;0,564102564102564;1;0,4;0,539636752136752
"362";"23001011070P3";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,604166666666667;0,75;0,554258241758242;0,56359649122807;0,618005349913245
"363";"23001011071P0";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,444444444444444;0,575;0,666666666666667;0,3125;0,499652777777778
"364";"23001011072P6";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,409090909090909;0,290322580645161;0,518248746867168;0,428409090909091;0,411517831878082
"365";"23001011073P2";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,484848484848485;0,76;0,570910973084886;0,518589743589744;0,583587300380779
"366";"23001011074P9";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,363636363636364;1;0,570493827160494;0,396527777777778;0,582664492143659
"367";"23001011075P5";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,615384615384615;0,5;0,443551587301587;0,471666666666667;0,507650717338217
"368";"23001011077P8";"ENSINO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";0,740740740740741;0,615384615384615;1;0,58;0,734031339031339
"369";"23001011078P4";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"4";0,355555555555556;0,529411764705882;0,431382793451759;0,482142857142857;0,449623242714013
"370";"23001011079P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";0,777777777777778;0,639344262295082;0,833333333333333;0,460964912280702;0,677855071421724
"371";"23001011080P9";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";0,740740740740741;0,605263157894737;0,543650793650794;0,352777777777778;0,560608117516012
"372";"23001011170P8";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"5";0,579710144927536;0,653846153846154;0,588437289330146;0,464166666666667;0,571540063692626
"373";"23002018003P0";"ASTRONOMIA / FÍSICA";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,272727272727273;0,714285714285714;0,465123369922132;0,573333333333333;0,506367422567113
"374";"23002018004P7";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,283333333333333;0,196428571428571;0,299297573435505;0,459420289855072;0,30961994201312
"375";"23002018005P3";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,583333333333333;0,714285714285714;0,517432950191571;0,4775;0,573137999452655
"376";"23002018006P0";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,196078431372549;0,362745098039216;0,499583333333333;0,407456140350877;0,366465750773994
"377";"23002018007P6";"MEDICINA II";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,625;0,313432835820896;0,56;0,380833333333333;0,469816542288557
"378";"23002018008P2";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,520833333333333;0,603448275862069;0,525;0,401587301587302;0,512717227695676
"379";"23002018009P9";"ENSINO";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,6;0,532608695652174;0,552655677655678;0,588541666666667;0,568451509993629
"380";"23002018010P7";"SERVIÇO SOCIAL";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,361111111111111;0,566666666666667;0,572222222222222;0,619642857142857;0,529910714285714
"381";"23002018070P0";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,625;0,563380281690141;0,682973144764023;0,44212962962963;0,578370764020949
"382";"23002018074P5";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,575757575757576;0,68;0,813809523809524;0,566071428571429;0,658909632034632
"383";"23003014011P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";0,450980392156863;0,300970873786408;0,372278911564626;0,380555555555556;0,376196433265863
"384";"23003014013P2";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,647058823529412;0,27027027027027;0,495257757757758;0,458666666666667;0,467813379556027
"385";"23003014016P1";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,717948717948718;0,71875;0,407738095238095;0,427777777777778;0,568053647741148
"386";"23003014018P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";0,428571428571429;0,357142857142857;0,488020833333333;0,481018518518519;0,438688409391534
"387";"23003014019P0";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,666666666666667;0,6;0,617647058823529;0,463157894736842;0,58686790505676
"388";"23003014072P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";0,833333333333333;0,658536585365854;0,668560606060606;0,437037037037037;0,649366890449208
"389";"23004010003P3";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";0,722222222222222;0,727272727272727;0,628151260504202;0,505952380952381;0,645899647737883
"390";"23004010004P0";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";0,714285714285714;0,923076923076923;1;0,41875;0,764028159340659
"391";"23004010007P9";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";0,711111111111111;0,76;1;0,386764705882353;0,714468954248366
"392";"24004014005P9";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,607843137254902;0,5;0,708333333333333;0,491666666666667;0,576960784313726
"393";"24004014006P5";"ENSINO";"ESTADUAL";"PÚBLICA";2007;"PROFISSIONAL";"4";0,555555555555556;0,243243243243243;0,493055555555556;0,671739130434783;0,490898371197284
"394";"24004014007P1";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,733333333333333;0,555555555555556;0,584703947368421;0,372222222222222;0,561453764619883
"395";"24004014008P8";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,703703703703704;0,472727272727273;0,576923076923077;0,503125;0,564119763338513
"396";"24004014009P4";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,6875;0,392857142857143;0,549662162162162;0,477777777777778;0,526949270699271
"397";"24004014010P2";"ODONTOLOGIA";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,333333333333333;0,1;0,467864923747277;0,369444444444444;0,317660675381264
"398";"24004014013P1";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,4;0,297619047619048;0,636363636363636;0,532017543859649;0,466500056960583
"399";"24004014014P8";"FARMÁCIA";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,7;0,666666666666667;0,625;0,45;0,610416666666667
"400";"24004014015P4";"SERVIÇO SOCIAL";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,5;0,6875;0,50948275862069;0,503205128205128;0,550046971706454
"401";"24004014017P7";"ENSINO";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,625;0,622950819672131;0,543478260869565;0,692857142857143;0,62107155584971
"402";"24004014018P3";"PSICOLOGIA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,566666666666667;0,428571428571429;0,55;0,4875;0,508184523809524
"403";"24004014070P5";"QUÍMICA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,444444444444444;0,730769230769231;0,75;0,498717948717949;0,605982905982906
"404";"24009016001P5";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"5";0,285714285714286;0,232558139534884;0,388888888888889;0,41078431372549;0,329486406965887
"405";"24009016002P1";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"4";0,479166666666667;0,181818181818182;0,466449864498645;0,467857142857143;0,398822963960159
"406";"24009016003P8";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";0,222222222222222;0,226415094339623;0,365573451602863;0,477272727272727;0,322870873859359
